seasonyear,boxscoreid,visitor_name,visitor_id,visitor_pts,home_name,home_id,home_pts,mu_coach_player_all_t1,mu_coach_player_all_t2,mu_coach_player_suc_t1,mu_coach_player_suc_t2,mu_rel_all_t1,mu_rel_all_t2,mu_rel_suc_t1,mu_rel_suc_t2,mean_runs_t1_bin_5,mean_ops_t1_bin_5,mean_era_t1_bin_5,mean_runs_t2_bin_5,mean_ops_t2_bin_5,mean_era_t2_bin_5,mean_runs_t1_bin_3,mean_ops_t1_bin_3,mean_era_t1_bin_3,mean_runs_t2_bin_3,mean_ops_t2_bin_3,mean_era_t2_bin_3,mean_runs_t1_bin_1,mean_ops_t1_bin_1,mean_era_t1_bin_1,mean_runs_t2_bin_1,mean_ops_t2_bin_1,mean_era_t2_bin_1,winner_pts,loser_pts,mu_rel_suc_win,mu_rel_suc_loss,mu_coach_player_suc_win,mu_coach_player_suc_loss,mean_era_win_bin_1,mean_era_win_bin_3,mean_era_win_bin_5,mean_runs_win_bin_1,mean_runs_win_bin_3,mean_runs_win_bin_5,mean_ops_win_bin_1,mean_ops_win_bin_3,mean_ops_win_bin_5,mean_era_loss_bin_1,mean_era_loss_bin_3,mean_era_loss_bin_5,mean_runs_loss_bin_1,mean_runs_loss_bin_3,mean_runs_loss_bin_5,mean_ops_loss_bin_1,mean_ops_loss_bin_3,mean_ops_loss_bin_5,mean_era_wl_bin_1,mean_era_wl_bin_3,mean_era_wl_bin_5,mean_ops_wl_bin_1,mean_ops_wl_bin_3,mean_ops_wl_bin_5,mean_runs_wl_bin_1,mean_runs_wl_bin_3,mean_runs_wl_bin_5,mean_win_coach_player,mean_win_rel_suc
2012,ANA201204300,Minnesota_Twins,MIN,3,Los_Angeles_Angels_of_Anaheim,LAA,4,170.461538462,111.583333333,82.76923076920001,57.9166666667,18.5128205128,56.303030303,7.82051282051,18.6363636364,26.3076923077,.595707692308,4.69044444444,27.3025,.539383333333,3.30522222222,24.2179487179,.579141025641,4.36944444444,24.78125,.5141250000000001,3.16555555556,18.8,.5184,4.62,20.5,.529833333333,1.88,4,3,18.636364,7.8205128,57.916668,82.769234,1.88,3.1655555,3.3052223,20.5,24.78125,27.3025,.52983332,.51412499,.53938335,4.6199999,4.3694444,4.6904445,18.799999,24.217949,26.307692,.51840001,.57914102,.59570771,-.49076638,-.44481432,-.37966189,-.021887476,-.010267329,-.0062044477,-.26997542,.16517431,.087081201,6.7478156,3.7658989
2012,ANA201205010,Minnesota_Twins,MIN,0,Los_Angeles_Angels_of_Anaheim,LAA,4,127.833333333,138.9,64.5833333333,71.8,17.7727272727,56.9555555556,8.71212121212,23.4888888889,28.9583333333,.6195375,5.12677777778,29.1625,.61586875,5.44,27.3194444444,.609569444444,5.085,30.1666666667,.613366666667,3.68,21.7142857143,.734142857143,4.40166666667,35.5,.7285,3.68,4,0,23.48889,8.712121,71.800003,64.583336,3.6800001,3.6800001,5.4400001,35.5,30.166666,29.1625,.72850001,.61336666,.61586875,4.4016666,5.085,5.1267776,21.714285,27.319445,28.958334,.73414284,.60956943,.61953747,-.49076638,-.44481432,-.37966189,-.021887476,-.010267329,-.0062044477,-.26997542,.16517431,.087081201,6.7478156,3.7658989
2012,ANA201205020,Minnesota_Twins,MIN,0,Los_Angeles_Angels_of_Anaheim,LAA,9,99.0666666667,139.7,48.2,72.90000000000001,12.6952380952,88.8444444444,5.78095238095,33.0444444444,24.630952381,.540472619048,4.79827777778,28.2125,.602879166667,3.91,23.2261904762,.508119047619,4.92013888889,24.8333333333,.564055555556,,18.0909090909,.424454545455,5.46666666667,25.5,.3925,,9,0,33.044445,5.7809525,72.900002,48.200001,,,3.9100001,25.5,24.833334,28.2125,.39250001,.56405556,.60287917,5.4666667,4.9201388,4.7982779,18.09091,23.226191,24.630953,.42445454,.50811905,.54047263,-.49076638,-.44481432,-.37966189,-.021887476,-.010267329,-.0062044477,-.26997542,.16517431,.087081201,6.7478156,3.7658989
2012,ANA201205030,Toronto_Blue_Jays,TOR,5,Los_Angeles_Angels_of_Anaheim,LAA,0,71.8,124.769230769,34.9,64.8461538462,56.1111111111,60.5769230769,28.0222222222,22.5769230769,32.65,.659916666667,4.085,24.675,.573368333333,3.2,33.1666666667,.652037037037,4.44,21.625,.569333333333,3.2,34.3333333333,.6361666666669999,,15.2,.5202,2.98,5,0,28.022223,22.576923,34.900002,64.846153,,4.4400001,4.085,34.333332,33.166668,32.650002,.63616669,.65203702,.65991664,2.98,3.2,3.2,15.2,21.625,24.674999,.52020001,.56933331,.57336831,-.49076638,-.44481432,-.37966189,-.021887476,-.010267329,-.0062044477,-.26997542,.16517431,.087081201,6.7478156,3.7658989
2012,ANA201205040,Toronto_Blue_Jays,TOR,4,Los_Angeles_Angels_of_Anaheim,LAA,0,66.3,125.846153846,32.4,63.8461538462,52.8222222222,61.3717948718,26.2,19.0512820513,36.2111111111,.725840740741,3.53,21.7712121212,.572787878788,4.5075,36.8125,.721,3.53,23.6166666667,.624816666667,4.09,35.4,.7161999999999999,3.53,21.1666666667,.6198333333329999,4.05,4,0,26.200001,19.051283,32.400002,63.846153,3.53,3.53,3.53,35.400002,36.8125,36.211113,.71619999,.72100002,.72584075,4.0500002,4.0900002,4.5075002,21.166666,23.616667,21.771212,.61983335,.62481666,.57278788,-.49076638,-.44481432,-.37966189,-.021887476,-.010267329,-.0062044477,-.26997542,.16517431,.087081201,6.7478156,3.7658989
2012,ANA201205050,Toronto_Blue_Jays,TOR,2,Los_Angeles_Angels_of_Anaheim,LAA,6,62.8666666667,141.916666667,30.6,72.6666666667,38.6666666667,69.86363636359999,18.6666666667,27.8333333333,27.0535714286,.559398809524,3.87875,21.4431818182,.538484848485,2.71333333333,28.9743589744,.554884615385,3.810625,18.6018518519,.5225370370370001,2.14166666667,26.8,.5032,4.09125,6.5,.553,2.71,6,2,27.833334,18.666666,72.666664,30.6,2.71,2.1416667,2.7133334,6.5,18.601852,21.443182,.55299997,.52253705,.53848487,4.0912499,3.8106251,3.8787501,26.799999,28.97436,27.053572,.50319999,.55488461,.55939883,-.49076638,-.44481432,-.37966189,-.021887476,-.010267329,-.0062044477,-.26997542,.16517431,.087081201,6.7478156,3.7658989
2012,ANA201205060,Toronto_Blue_Jays,TOR,3,Los_Angeles_Angels_of_Anaheim,LAA,4,49,92,24.75,47.7333333333,28.5333333333,27.3523809524,14.0083333333,11.1523809524,24.3833333333,.523545555556,3.648875,20.4083333333,.470840277778,3.21891666667,26.2857142857,.516773809524,3.66145833333,18.8333333333,.428351851852,2.96,26.0909090909,.519636363636,3.15625,20.3333333333,.363166666667,2.5375,4,3,11.152381,14.008333,47.733334,24.75,2.5374999,2.96,3.2189167,20.333334,18.833334,20.408333,.36316666,.42835185,.47084028,3.15625,3.6614583,3.648875,26.09091,26.285715,24.383333,.51963639,.51677382,.52354556,-.49076638,-.44481432,-.37966189,-.021887476,-.010267329,-.0062044477,-.26997542,.16517431,.087081201,6.7478156,3.7658989
2012,ANA201205140,Oakland_Athletics,OAK,5,Los_Angeles_Angels_of_Anaheim,LAA,0,21.7692307692,108.5625,11,55.75,9.397435897439999,42.35,4.84615384615,17.7416666667,16.2782051282,.496357692308,6.09583333333,19.6833333333,.516395555556,3.38625,18.0555555556,.459694444444,5.33041666667,17.6153846154,.506243589744,3.26875,20.9285714286,.491571428571,5.09,10.8571428571,.371571428571,3.49,5,0,4.8461537,17.741667,11,55.75,5.0900002,5.3304167,6.0958333,20.928572,18.055555,16.278206,.49157143,.45969445,.49635768,3.49,3.26875,3.38625,10.857142,17.615385,19.683332,.37157142,.50624359,.51639557,-.49076638,-.44481432,-.37966189,-.021887476,-.010267329,-.0062044477,-.26997542,.16517431,.087081201,6.7478156,3.7658989
2012,ANA201205150,Oakland_Athletics,OAK,0,Los_Angeles_Angels_of_Anaheim,LAA,4,20.3846153846,116.307692308,9.53846153846,60.9230769231,11.6794871795,48.2051282051,5.30769230769,20.4487179487,18.5236111111,.596554166667,4.63555555556,19.6736111111,.521388888889,3.02411111111,20.9696969697,.561212121212,4.08333333333,16.7166666667,.53695,2.95333333333,19.0625,.506625,3.56,5,.4424,2.025,4,0,20.448717,5.3076925,60.923077,9.5384617,2.0250001,2.9533334,3.024111,5,16.716667,19.673611,.44240001,.53694999,.52138889,3.5599999,4.0833335,4.6355557,19.0625,20.969696,18.523611,.506625,.56121212,.59655416,-.49076638,-.44481432,-.37966189,-.021887476,-.010267329,-.0062044477,-.26997542,.16517431,.087081201,6.7478156,3.7658989
2012,ANA201205160,Chicago_White_Sox,CHW,2,Los_Angeles_Angels_of_Anaheim,LAA,7,0,117.083333333,0,60,99.4848484848,46.5303030303,48.9848484848,19.4393939394,22.0333333333,.54305,4.44233333333,21.4318181818,.55603030303,4.53,21.8,.5422,3.77166666667,20.8958333333,.5461875,3.415,19.75,.470125,3.42,8.33333333333,.404,3.865,7,2,19.439394,48.984848,60,0,3.865,3.415,4.5300002,8.333333,20.895834,21.431818,.40400001,.54618752,.55603027,3.4200001,3.7716668,4.4423332,19.75,21.799999,22.033333,.47012499,.54220003,.54304999,-.49076638,-.44481432,-.37966189,-.021887476,-.010267329,-.0062044477,-.26997542,.16517431,.087081201,6.7478156,3.7658989
2012,ANA201205170,Chicago_White_Sox,CHW,6,Los_Angeles_Angels_of_Anaheim,LAA,1,0,102.875,0,52.9375,81.91428571429999,34.8333333333,44.0571428571,16.4583333333,19.9236111111,.519527777778,3.16333333333,19.6410714286,.473485714286,4.02645833333,20,.506972222222,2.90777777778,16.2986111111,.445847222222,3.26416666667,19.6,.4927,2.91,11,.419142857143,3.49,6,1,44.057144,16.458334,0,52.9375,2.9100001,2.9077778,3.1633334,19.6,20,19.923611,.49270001,.50697219,.51952779,3.49,3.2641666,4.0264583,11,16.298611,19.641071,.41914284,.44584721,.47348571,-.49076638,-.44481432,-.37966189,-.021887476,-.010267329,-.0062044477,-.26997542,.16517431,.087081201,6.7478156,3.7658989
2012,ANA201205280,New_York_Yankees,NYY,8,Los_Angeles_Angels_of_Anaheim,LAA,9,239.571428571,99.53333333330001,143,51.0666666667,110.516483516,42.5428571429,64.2527472527,16.1238095238,25.8285714286,.443871428571,4.151,15.2884615385,.403644871795,3.331,21.1111111111,.34075,4.011,15.6666666667,.391986111111,3.06875,28,.4462,4.8225,9.5,.24175,3.2975,9,8,16.12381,64.252747,51.066666,143,3.2974999,3.0687499,3.3310001,9.5,15.666667,15.288462,.24175,.3919861,.40364486,4.8225002,4.0110002,4.151,28,21.111111,25.828571,.44620001,.34075001,.44387144,-.49076638,-.44481432,-.37966189,-.021887476,-.010267329,-.0062044477,-.26997542,.16517431,.087081201,6.7478156,3.7658989
2012,ANA201205290,New_York_Yankees,NYY,1,Los_Angeles_Angels_of_Anaheim,LAA,5,248.307692308,134.416666667,149.153846154,69.25,120.397435897,64.1212121212,71.1794871795,26.8484848485,33.0071428571,.671421428571,3.76,18.675,.474135,2.47077777778,30.8194444444,.67275,3.76,18.1111111111,.482185185185,2.52166666667,36.4,.7272,8,12.6666666667,.4335,2.025,5,1,26.848484,71.179489,69.25,149.15384,2.0250001,2.5216668,2.4707778,12.666667,18.111111,18.674999,.43349999,.48218518,.47413501,8,3.76,3.76,36.400002,30.819445,33.007141,.72719997,.67275,.67142141,-.49076638,-.44481432,-.37966189,-.021887476,-.010267329,-.0062044477,-.26997542,.16517431,.087081201,6.7478156,3.7658989
2012,ANA201205300,New_York_Yankees,NYY,6,Los_Angeles_Angels_of_Anaheim,LAA,5,235.928571429,104.352941176,140.5,53.2941176471,108,48.6397058824,62.2857142857,17.6911764706,21.3481481481,.419751851852,3.0316,16.2988095238,.492319047619,4.1068,17.3020833333,.32896875,3.017,17.2564102564,.52691025641,3.97033333333,18.125,.34425,3.20666666667,10.8571428571,.419142857143,3.655,6,5,62.285713,17.691177,140.5,53.294117,3.2066667,3.017,3.0316,18.125,17.302084,21.348148,.34424999,.32896876,.41975185,3.655,3.9703333,4.1068001,10.857142,17.256411,16.298809,.41914284,.52691025,.49231905,-.49076638,-.44481432,-.37966189,-.021887476,-.010267329,-.0062044477,-.26997542,.16517431,.087081201,6.7478156,3.7658989
2012,ANA201206010,Texas_Rangers,TEX,2,Los_Angeles_Angels_of_Anaheim,LAA,4,325.538461538,121.466666667,177,62.0666666667,117.91025641,52.1047619048,65.5,19.3714285714,29.803030303,.784606060606,3.63583333333,17.5269230769,.5145871794869999,3.03911111111,33.8333333333,.778848484848,2.22875,20.3939393939,.526121212121,2.50333333333,20,.644833333333,2.86,15.2,.3868,2.57666666667,4,2,19.371429,65.5,62.066666,177,2.5766666,2.5033333,3.0391111,15.2,20.39394,17.526922,.38679999,.5261212,.51458716,2.8599999,2.22875,3.6358333,20,33.833332,29.80303,.64483333,.77884847,.78460604,-.49076638,-.44481432,-.37966189,-.021887476,-.010267329,-.0062044477,-.26997542,.16517431,.087081201,6.7478156,3.7658989
2012,ANA201206020,Texas_Rangers,TEX,2,Los_Angeles_Angels_of_Anaheim,LAA,3,311,116.133333333,169.785714286,60.4666666667,109.637362637,48.6,60.1648351648,20.8,33.6106060606,.6656030303030001,4.46708333333,13.2980769231,.391025641026,2.64613333333,37.6060606061,.64646969697,4.39625,13.9513888889,.391902777778,2.448,30.6666666667,.528833333333,3.33,3.71428571429,.316,2.4375,3,2,20.799999,60.164837,60.466667,169.78572,2.4375,2.448,2.6461334,3.7142856,13.951389,13.298077,.31600001,.39190277,.39102563,3.3299999,4.3962498,4.4670835,30.666666,37.60606,33.610607,.52883333,.64646971,.66560304,-.49076638,-.44481432,-.37966189,-.021887476,-.010267329,-.0062044477,-.26997542,.16517431,.087081201,6.7478156,3.7658989
2012,ANA201206030,Texas_Rangers,TEX,7,Los_Angeles_Angels_of_Anaheim,LAA,3,312.785714286,116.75,171.285714286,59.5,95.2747252747,49.675,53.8901098901,19.475,28.1458333333,.676083333333,2.72854166667,17.5384615385,.487052564103,3.215,31.8194444444,.657666666667,2.9025,18.6111111111,.497180555556,3.215,20.5714285714,.495428571429,3.2275,11.8333333333,.3435,3.04666666667,7,3,53.89011,19.475,171.28572,59.5,3.2275,2.9024999,2.7285416,20.571428,31.819445,28.145834,.49542856,.65766668,.67608333,3.0466666,3.2149999,3.2149999,11.833333,18.611111,17.538462,.34349999,.49718055,.48705256,-.49076638,-.44481432,-.37966189,-.021887476,-.010267329,-.0062044477,-.26997542,.16517431,.087081201,6.7478156,3.7658989
2012,ANA201206040,Seattle_Mariners,SEA,8,Los_Angeles_Angels_of_Anaheim,LAA,6,68.46666666669999,107.428571429,29.2,54.3571428571,36.1142857143,51.5274725275,15.9904761905,15.6043956044,21.5027777778,.501868055556,4.627,16.9257575758,.511565151515,4.18,24.0416666667,.516180555556,3.65916666667,17.4833333333,.557033333333,3.90166666667,24.3,.5165,2.03333333333,12.6666666667,.489,3.745,8,6,15.990477,15.604396,29.200001,54.357143,2.0333333,3.6591666,4.6269999,24.299999,24.041666,21.502777,.5165,.51618057,.50186807,3.7449999,3.9016666,4.1799998,12.666667,17.483334,16.925758,.48899999,.55703336,.51156515,-.49076638,-.44481432,-.37966189,-.021887476,-.010267329,-.0062044477,-.26997542,.16517431,.087081201,6.7478156,3.7658989
2012,ANA201206050,Seattle_Mariners,SEA,1,Los_Angeles_Angels_of_Anaheim,LAA,6,63.3636363636,102.923076923,25.3636363636,52.7692307692,26.8363636364,45.7948717949,10.4545454545,18.9487179487,24.8166666667,.709458333333,4.27,17.21,.486588333333,4.025,27.5625,.7208125,4.27,17.6851851852,.479314814815,3.86833333333,28.5,.709625,4.27,17,.4064,4.27333333333,6,1,18.948717,10.454545,52.76923,25.363636,4.2733335,3.8683333,4.0250001,17,17.685184,17.209999,.4064,.4793148,.48658833,4.27,4.27,4.27,28.5,27.5625,24.816668,.70962501,.7208125,.70945835,-.49076638,-.44481432,-.37966189,-.021887476,-.010267329,-.0062044477,-.26997542,.16517431,.087081201,6.7478156,3.7658989
2012,ANA201206060,Seattle_Mariners,SEA,8,Los_Angeles_Angels_of_Anaheim,LAA,6,66.3333333333,102,28.2,52,32.7523809524,34.0095238095,14.4952380952,12.7428571429,19.8916666667,.524423611111,3.607,18.7583333333,.502906944444,3.52633333333,21.3333333333,.526916666667,3.54916666667,22.0166666667,.509183333333,2.99055555556,22.6,.551,2.6425,17,.4064,2.58,8,6,14.495238,12.742857,28.200001,52,2.6424999,3.5491667,3.6070001,22.6,21.333334,19.891666,.551,.52691668,.5244236,2.5799999,2.9905555,3.5263333,17,22.016666,18.758333,.4064,.50918335,.50290692,-.49076638,-.44481432,-.37966189,-.021887476,-.010267329,-.0062044477,-.26997542,.16517431,.087081201,6.7478156,3.7658989
2012,ANA201206150,Arizona_Diamondbacks,ARI,5,Los_Angeles_Angels_of_Anaheim,LAA,0,95.6153846154,117.083333333,51.6923076923,59.5833333333,60.3974358974,50.2878787879,26.5897435897,17.4696969697,26.3397435897,.5650256410259999,3.337,17.9888888889,.537987037037,4.84875,26.75,.578847222222,3.4925,19.3958333333,.558979166667,3.89583333333,20.2777777778,.484611111111,2.7225,8.5,.49425,4.05,5,0,26.589743,17.469696,51.692307,59.583332,2.7225001,3.4925001,3.3369999,20.277779,26.75,26.339743,.48461112,.57884723,.56502563,4.0500002,3.8958333,4.8487501,8.5,19.395834,17.98889,.49425,.55897915,.53798705,-.49076638,-.44481432,-.37966189,-.021887476,-.010267329,-.0062044477,-.26997542,.16517431,.087081201,6.7478156,3.7658989
2012,ANA201206160,Arizona_Diamondbacks,ARI,0,Los_Angeles_Angels_of_Anaheim,LAA,2,104.230769231,139.363636364,54.6923076923,71.36363636359999,61.3333333333,86.2727272727,24.0384615385,27.7636363636,25.2974358974,.548630769231,3.09355555556,22.3259259259,.623162962963,5.395,26.4652777778,.567979166667,3.19666666667,23.5208333333,.6888541666669999,5.03,23.1666666667,.561222222222,2.3025,23.6666666667,.798,,2,0,27.763636,24.038462,71.36364,54.692307,,5.0300002,5.395,23.666666,23.520834,22.325926,.79799998,.68885416,.62316298,2.3025,3.1966667,3.0935555,23.166666,26.465279,25.297436,.5612222,.56797916,.54863077,-.49076638,-.44481432,-.37966189,-.021887476,-.010267329,-.0062044477,-.26997542,.16517431,.087081201,6.7478156,3.7658989
